DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	6p22.2	6	25841804	SLC17A1, SLC17A3, SLC17A4	SLC17A3			ENSG00000124564	NA	NA	rs1165150-C	rs1165150	0	1165150	3_prime_UTR_variant	0	0.49	2E-11	10.698970004336	(3-hydroxysebacate, X-13874, X-18888, X-18938, X-21827)	0.006	[0.004-0.008] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	6p22.2	6	25870517	SLC17A1, SLC17A3, SLC17A4	SLC17A3			ENSG00000124564	NA	NA	rs556339-T	rs556339	0	556339	intron_variant	0	0.25	2E-18	17.698970004336	(adenosine 3, 5-cyclic monophosphate, biopterin)	0.008	[0.006-0.01] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	6p22.2	6	26328125	BTN3A1	AL021917.1			ENSG00000287050	NA	NA	rs34107459-C	rs34107459	0	34107459	intron_variant	0	0.09	9E-11	10.0457574905607	(3-(4-hydroxyphenyl)lactate, 4-hydroxyphenylpyruvate, indolelactate, phenyllactate (PLA), X-16071)	0.01	[0.0061-0.0139] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	7q22.1	7	99672916	CYP3A5	CYP3A5			ENSG00000106258	NA	NA	rs776746-T	rs776746	0	776746	splice_acceptor_variant	0	0.07	3E-18	17.5228787452803	(X-24327, X-24353)	0.015	[0.011-0.019] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	7q22.1	7	99735325	CYP3A7	CYP3A7 - CYP3A4	ENSG00000160870	ENSG00000160868		129	21635	rs45446698-G	rs45446698	0	45446698	intergenic_variant	1	0.03	1E-10	10	(glyco-beta-muricholatemtauro-beta-muricholate, X-23157)	0.017	[0.011-0.023] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	8p22	8	18415025	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		13807	112278	rs35246381-C	rs35246381	0	35246381	regulatory_region_variant	1	0.22	2E-25	24.698970004336	(4-acetamidobutanoate, allo-threonine, N-acetylputrescine)	0.01	[0.008-0.012] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	9p24.1	9	6667928	GLDC3	AL162411.1			ENSG00000236924	NA	NA	rs820503-A	rs820503	0	820503	intron_variant	0	0.14	6E-24	23.2218487496164	(3-hydroxy-3-methylglutarate, 3-methylglutaconate, 3-methylglutarate, 2-methylglutarate, 3-methylglutarylcarnitine)	0.012	[0.01-0.014] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	9q34.11	9	129128873	PPP2R4	PTPA			ENSG00000119383	NA	NA	rs7023900-C	rs7023900	0	7023900	intron_variant	0	0.28	2E-14	13.698970004336	(2-methylmalonylcarnitine(C4-DC), succinylcarnitine(C4-DC), X-24699)	0.007	[0.005-0.009] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	10q24.2	10	98388419	PYROXD2	PYROXD2			ENSG00000119943	NA	NA	rs2147896-G	rs2147896	0	2147896	missense_variant	0	0.36	3E-917	916.52287874528	(X-12093, X-12112, X-23776, X-24809, X-24983)	0.03	[0.028-0.032] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	10q26.3	10	133383915	PAOX	AL360181.3, PAOX			ENSG00000254536, ENSG00000148832	NA	NA	rs4240520-G	rs4240520	0	4240520	intron_variant	0	0.14	9E-17	16.0457574905607	(acisoga, diacetylspermidine, N1, N12-diacetylspermine, X-23656, X-23668)	0.01	[0.008-0.012] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	11q13.2	11	67643949	ACY3	ACY3			ENSG00000132744	NA	NA	rs2514032-T	rs2514032	0	2514032	intron_variant	0	0.17	9E-12	11.0457574905607	(N-acetylkynurenine, N-acetylphenylalanine, N-acetyltryptophan, N-acetyltyrosine)	0.007	[0.005-0.009] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	11q14.3	11	90107954	NAALAD2	AP000648.2 - AP000648.9	ENSG00000254436	ENSG00000286665		9137	2684	rs7108196-A	rs7108196	0	7108196	intergenic_variant	1	0.15	2E-14	13.698970004336	(beta-citrylglutamate, saccharopine)	0.009	[0.007-0.011] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	12p12.1	12	21204819	SLCO1B1	SLCO1B1			ENSG00000134538	NA	NA	rs55695203-C	rs55695203	0	55695203	intron_variant	0	0.18	3E-16	15.5228787452803	(glycochenodeoxycholate sulfate, glycocholenate sulfate, X-14658, X-21448, X-21467)	0.009	[0.007-0.011] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	12p12.1	12	21204819	SLCO1B1	SLCO1B1			ENSG00000134538	NA	NA	rs55695203-C	rs55695203	0	55695203	intron_variant	0	0.18	4E-22	21.397940008672	(glycochenodeoxycholate glucuronide, glycodeoxycholate sulfate, glycolithocholate sulfate, taurolithocholate 3-sulfate, X-14626, X-16654, X-22520, X-22834)	0.01	[0.008-0.012] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	12p12.1	12	21204819	SLCO1B1	SLCO1B1			ENSG00000134538	NA	NA	rs55695203-C	rs55695203	0	55695203	intron_variant	0	0.18	1E-17	17	(taurocholenate sulfate, X-24669)	0.009	[0.007-0.011] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	12q24.31	12	120738280	ACADS	ACADS			ENSG00000122971	NA	NA	rs1799958-A	rs1799958	0	1799958	missense_variant	0	0.27	7E-25	24.1549019599857	(5-hydroxyhexanoate, ethylmalonate, N-formylmethionine, triacetate lactone)	0.009	[0.007-0.011] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	19p13.12	19	15871011	CYP4F2	CLEC4O - CYP4F36P	ENSG00000267453	ENSG00000273330		6107	656	rs55744319-A	rs55744319	0	55744319	intergenic_variant	1	0.27	6E-20	19.2218487496164	(alpha-CEHC glucuronide, alpha-CEHC glycine, alpha-CEHC sulfate, alpha-CEHC taurine, X-13689, X-24359)	0.009	[0.007-0.011] unit decrease	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	19q13.11	19	32865985	SLC7A9	SLC7A9			ENSG00000021488	NA	NA	rs12460876-C	rs12460876	0	12460876	intron_variant	0	0.38	2E-17	16.698970004336	(homoarginine, lysine, X-24736)	0.007	[0.005-0.009] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	22q11.21	22	19963748	COMT	COMT			ENSG00000093010	NA	NA	rs4680-G	rs4680	0	4680	missense_variant	0	0.5	5E-54	53.301029995664	(X-12708, X-21785)	0.012	[0.01-0.014] unit increase	Illumina [7750367] (imputed)	N
2020-03-05	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite modules (eigenmetabolites) in chronic kidney disease	1,221 cases	406 cases	22q11.23	22	24615934	GGT1	GGT1, GGT1			ENSG00000286070, ENSG00000100031	NA	NA	rs4822523-T	rs4822523	0	4822523	non_coding_transcript_exon_variant	0	0.34	2E-11	10.698970004336	(gamma-glutamyl-epsilon-lysine, gamma-glutamylglycine, gamma-glutamylhistidine, gamma-glutamylleucine, gamma-glutamylphenylalanine, gamma-glutamylthreonine, tryptamine, tyramine, X-23593)	0.006	[0.004-0.008] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	4q13.2	4	68492323	TMPRSS11E	TMPRSS11E, TMPRSS11E			ENSG00000274058, ENSG00000087128	NA	NA	rs4694429-A	rs4694429	0	4694429	intron_variant	0	0.34	6E-24	23.2218487496164	(11-ketoetiocholanolone sulfate)	0.617	[0.5-0.74] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	19q13.33	19	47871693	SULT2A1	SULT2A1			ENSG00000105398	NA	NA	rs62129966-A	rs62129966	0	62129966	intron_variant	0	0.16	2E-11	10.698970004336	(11-ketoetiocholanolone sulfate)	0.522	[0.37-0.67] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	7q22.1	7	99533211	ZKSCAN5	ZKSCAN5			ENSG00000196652	NA	NA	rs34670419-T	rs34670419	0	34670419	3_prime_UTR_variant	0	0.03	6E-12	11.2218487496164	(16a-hydroxy DHEA 3-sulfate)	1.515	[1.08-1.95] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	11q12.3	11	63084951	SLC22A10	SLC22A24			ENSG00000197658	NA	NA	rs118186763-A	rs118186763	0	118186763	intron_variant	0	0.06	4E-53	52.397940008672	(17alpha-hydroxypregnanolone glucuronide)	1.987	[1.73-2.24] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	7q36.1	7	150845427	AOC1	AOC1			ENSG00000002726	NA	NA	rs6977081-T	rs6977081	0	6977081	intron_variant	0	0.35	1E-32	32	(1-methylhistamine)	0.381	[0.32-0.44] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	8p22	8	18414928	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		13710	112375	rs4921914-C	rs4921914	0	4921914	intergenic_variant	1	0.22	1E-11	11	(1-methylurate)	0.405	[0.29-0.52] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	8p22	8	18415371	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		14153	111932	rs1495741-G	rs1495741	0	1495741	regulatory_region_variant	1	0.22	6E-21	20.2218487496164	(1-methylxanthine)	0.589	[0.47-0.71] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	4p15.32	4	15645451	BST1	FBXL5			ENSG00000118564	NA	NA	rs7683000-G	rs7683000	0	7683000	intron_variant	0	0.17	8E-26	25.0969100130081	(2'-deoxyguanosine)	0.479	[0.39-0.57] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	0.33	3E-22	21.5228787452803	(2-methylbutyrylglycine)	0.224	[0.18-0.27] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9q34.11	9	129112362	PPP2R4	PTPA			ENSG00000119383	NA	NA	rs7849270-A	rs7849270	0	7849270	intron_variant	0	0.28	6E-30	29.2218487496164	(2-methylmalonylcarnitine (C4-DC))	0.158	[0.13-0.19] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9q34.11	9	128922736	PHYHD1	PHYHD1			ENSG00000175287	NA	NA	rs55758160-G	rs55758160	0	55758160	intron_variant	0	0.39	1E-55	55	(2'-O-methylcytidine)	0.302	[0.26-0.34] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9q34.11	9	128937261	PHYHD1	PHYHD1			ENSG00000175287	NA	NA	rs12555901-T	rs12555901	0	12555901	intron_variant	0	0.39	3E-37	36.5228787452803	(2'-O-methyluridine)	0.626	[0.53-0.72] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	5p13.2	5	35037010	AGXT2	AGXT2			ENSG00000113492	NA	NA	rs37369-T	rs37369	0	37369	missense_variant	0	0.08	6E-119	118.221848749616	(3-aminoisobutyrate)	2.114	[1.94-2.29] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	12p13.33	12	242301	SLC6A13	SLC6A13			ENSG00000010379	NA	NA	rs11613331-G	rs11613331	0	11613331	intron_variant	0	0.46	5E-15	14.301029995664	(3-aminoisobutyrate)	0.446	[0.33-0.56] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	16p11.2	16	28534266	NUPR1	NUPR1			ENSG00000176046	NA	NA	rs231976-G	rs231976	0	231976	3_prime_UTR_variant	0	0.45	2E-19	18.698970004336	(3-hydroxyindolin-2-one sulfate)	0.342	[0.27-0.42] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	5p15.33	5	1188170	SLC6A19	AC114291.1 - SLC6A19	ENSG00000249201	ENSG00000174358		9565	13425	rs11133665-A	rs11133665	0	11133665	intergenic_variant	1	0.27	1E-15	15	(3-hydroxykynurenine)	0.457	[0.35-0.57] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	0.33	4E-14	13.397940008672	(3-methylcrotonylglycine)	0.246	[0.18-0.31] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	4p15.32	4	15698170	BST1	FAM200B			ENSG00000237765	NA	NA	rs73224656-A	rs73224656	0	73224656	intron_variant	0	0.13	4E-43	42.397940008672	(3-methylcytidine)	0.304	[0.26-0.35] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	0.33	3E-25	24.5228787452803	(3-methylglutaconate)	0.226	[0.18-0.27] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9p24.1	9	6667928	GLDC	AL162411.1			ENSG00000236924	NA	NA	rs820503-A	rs820503	0	820503	intron_variant	0	0.14	3E-22	21.5228787452803	(3-methylglutaconate)	0.292	[0.23-0.35] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	0.33	5E-26	25.301029995664	(3-methylglutarate/2-methylglutarate)	0.335	[0.27-0.4] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9p24.1	9	6667928	GLDC	AL162411.1			ENSG00000236924	NA	NA	rs820503-A	rs820503	0	820503	intron_variant	0	0.14	2E-19	18.698970004336	(3-methylglutarate/2-methylglutarate)	0.398	[0.31-0.48] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	2q34	2	210675783	CPS1	CPS1			ENSG00000021826	NA	NA	rs1047891-A	rs1047891	0	1047891	missense_variant	0	0.33	2E-21	20.698970004336	(3-methylglutarylcarnitine (2))	0.322	[0.26-0.39] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	9p24.1	9	6667928	GLDC	AL162411.1			ENSG00000236924	NA	NA	rs820503-A	rs820503	0	820503	intron_variant	0	0.14	2E-18	17.698970004336	(3-methylglutarylcarnitine (2))	0.407	[0.31-0.5] unit decrease	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	8p22	8	18414956	NAT2	NAT2 - PSD3	ENSG00000156006	ENSG00000156011		13738	112347	rs4921915-G	rs4921915	0	4921915	intergenic_variant	1	0.22	1E-19	19	(4-acetamidobutanoate)	0.163	[0.13-0.2] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	1p36.21	1	15549419	CASP9	DNAJC16			ENSG00000116138	NA	NA	rs3980014-C	rs3980014	0	3980014	intron_variant	0	0.43	1E-44	44	(4-guanidinobutanoate)	0.43	[0.37-0.49] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	12q24.31	12	121911152	HPD	PSMD9, AC069503.2			ENSG00000110801, ENSG00000256950	NA	NA	rs2688412-A	rs2688412	0	2688412	intron_variant	0	0.13	3E-11	10.5228787452803	(4-hydroxyphenylpyruvate)	0.533	[0.38-0.69] unit increase	Illumina [7750367] (imputed)	N
2020-03-03	31959995	Schlosser P	2020-01-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31959995	Genetic studies of urinary metabolites illuminate mechanisms of detoxification and excretion in humans.	Urinary metabolite levels in chronic kidney disease	1,221 cases	406 cases	10p14	10	12091253	DHTKD1	DHTKD1			ENSG00000181192	NA	NA	rs7094385-G	rs7094385	0	7094385	intron_variant	0	0.22	4E-21	20.397940008672	(4-ureidobutyrate)	0.268	[0.21-0.32] unit increase	Illumina [7750367] (imputed)	N
