Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000025207	ENSG00000095539	SEMA4G	Sema4g
ENSMUSG00000004642	ENSG00000163950	SLBP	Slbp
ENSMUSG00000014294	ENSG00000131495	NDUFA2	Ndufa2
ENSMUSG00000036023	ENSG00000129484	PARP2	Parp2
ENSMUSG00000014361	ENSG00000153208	MERTK	Mertk
ENSMUSG00000029169	ENSG00000109606	DHX15	Dhx15
ENSMUSG00000089953	ENSG00000233198	RNF224	Rnf224
ENSMUSG00000026390	ENSG00000019169	MARCO	Marco
ENSMUSG00000056901	ENSG00000212128	TAS2R13	Tas2r102
ENSMUSG00000053217	ENSG00000226761	TAS2R46	Tas2r136
ENSMUSG00000053217	ENSG00000212126	TAS2R50	Tas2r136
ENSMUSG00000053217	ENSG00000255374	TAS2R45	Tas2r136
ENSMUSG00000053217	ENSG00000256188	TAS2R30	Tas2r136
ENSMUSG00000053217	ENSG00000256436	TAS2R31	Tas2r136
ENSMUSG00000053217	ENSG00000212124	TAS2R19	Tas2r136
ENSMUSG00000053217	ENSG00000255837	TAS2R20	Tas2r136
ENSMUSG00000024650	ENSG00000197901	SLC22A6	Slc22a6
ENSMUSG00000030733	ENSG00000178188	SH2B1	Sh2b1
ENSMUSG00000037622	ENSG00000142784	WDTC1	Wdtc1
ENSMUSG00000036731	ENSG00000197191	CYSRT1	Cysrt1
ENSMUSG00000028567	ENSG00000117862	TXNDC12	Txndc12
ENSMUSG00000001420	ENSG00000163472	TMEM79	Tmem79
ENSMUSG00000019820	ENSG00000152818	UTRN	Utrn
ENSMUSG00000044433	ENSG00000076826	CAMSAP3	Camsap3
ENSMUSG00000019066	ENSG00000105514	RAB3D	Rab3d
ENSMUSG00000058454	ENSG00000172893	DHCR7	Dhcr7
ENSMUSG00000073775	ENSG00000285839	AL445685.3	Kti12
ENSMUSG00000044408	ENSG00000165389	SPTSSA	Sptssa
ENSMUSG00000064090	ENSG00000028116	VRK2	Vrk2
ENSMUSG00000034227	ENSG00000129654	FOXJ1	Foxj1
ENSMUSG00000051998	ENSG00000122188	LAX1	Lax1
ENSMUSG00000031684	ENSG00000120519	SLC10A7	Slc10a7
ENSMUSG00000068580	ENSG00000166140	ZFYVE19	Zfyve19
ENSMUSG00000039220	ENSG00000204569	PPP1R10	Ppp1r10
ENSMUSG00000025105	ENSG00000169594	BNC1	Bnc1
ENSMUSG00000026650	ENSG00000197889	MEIG1	Meig1
ENSMUSG00000043079	ENSG00000171992	SYNPO	Synpo
ENSMUSG00000033453	ENSG00000166106	ADAMTS15	Adamts15
ENSMUSG00000021514	ENSG00000171606	ZNF274	Zfp369
ENSMUSG00000019295	ENSG00000168936	TMEM129	Tmem129
ENSMUSG00000029715	ENSG00000172336	POP7	Pop7
ENSMUSG00000055491	ENSG00000148840	PPRC1	Pprc1
ENSMUSG00000052748	ENSG00000116668	SWT1	Swt1
ENSMUSG00000030109	ENSG00000111181	SLC6A12	Slc6a12
ENSMUSG00000021065	ENSG00000033170	FUT8	Fut8
ENSMUSG00000014496	ENSG00000206560	ANKRD28	Ankrd28
ENSMUSG00000026420	ENSG00000162892	IL24	Il24
ENSMUSG00000026565	ENSG00000143190	POU2F1	Pou2f1
ENSMUSG00000013787	ENSG00000204371	EHMT2	Ehmt2
ENSMUSG00000028707	ENSG00000197587	DMBX1	Dmbx1
ENSMUSG00000042686	ENSG00000104369	JPH1	Jph1
ENSMUSG00000027160	ENSG00000109881	CCDC34	Ccdc34
ENSMUSG00000020787	ENSG00000108405	P2RX1	P2rx1
ENSMUSG00000037313	ENSG00000013810	TACC3	Tacc3
ENSMUSG00000020376	ENSG00000113269	RNF130	Rnf130
ENSMUSG00000030613	ENSG00000137500	CCDC90B	Ccdc90b
ENSMUSG00000004018	ENSG00000115392	FANCL	Fancl
ENSMUSG00000028234	ENSG00000008988	RPS20	Rps20
ENSMUSG00000026416	ENSG00000162891	IL20	Il20
ENSMUSG00000008129	ENSG00000132016	C19orf57	4930432K21Rik
ENSMUSG00000094930	ENSG00000211598	IGKV4-1	Igkv6-25
ENSMUSG00000035351	ENSG00000075188	NUP37	Nup37
ENSMUSG00000076583	ENSG00000211598	IGKV4-1	Igkv8-24
ENSMUSG00000041605	ENSG00000163362	INAVA	Inava
ENSMUSG00000027868	ENSG00000092607	TBX15	Tbx15
ENSMUSG00000006307	ENSG00000272333	KMT2B	Kmt2b
ENSMUSG00000063358	ENSG00000100030	MAPK1	Mapk1
ENSMUSG00000037486	ENSG00000143970	ASXL2	Asxl2
ENSMUSG00000061315	ENSG00000196531	NACA	Naca
ENSMUSG00000034278	ENSG00000104129	DNAJC17	Dnajc17
ENSMUSG00000004043	ENSG00000126561	STAT5A	Stat5a
ENSMUSG00000040046	ENSG00000129167	TPH1	Tph1
ENSMUSG00000028943	ENSG00000187017	ESPN	Espn
ENSMUSG00000066240	ENSG00000170683	OR10A3	Olfr517
ENSMUSG00000066240	ENSG00000279000	OR10A6	Olfr517
ENSMUSG00000046431	ENSG00000170683	OR10A3	Olfr518
ENSMUSG00000046431	ENSG00000279000	OR10A6	Olfr518
ENSMUSG00000019863	ENSG00000130348	QRSL1	Qrsl1
ENSMUSG00000066239	ENSG00000170683	OR10A3	Olfr519
ENSMUSG00000066239	ENSG00000279000	OR10A6	Olfr519
ENSMUSG00000015222	ENSG00000078018	MAP2	Map2
ENSMUSG00000001034	ENSG00000166484	MAPK7	Mapk7
ENSMUSG00000055926	ENSG00000188277	C15orf62	Gm14137
ENSMUSG00000031168	ENSG00000286268	AF196969.1	Ebp
ENSMUSG00000031168	ENSG00000147155	EBP	Ebp
ENSMUSG00000049709	ENSG00000182261	NLRP10	Nlrp10
ENSMUSG00000058665	ENSG00000163064	EN1	En1
ENSMUSG00000025372	ENSG00000175866	BAIAP2	Baiap2
ENSMUSG00000021127	ENSG00000185650	ZFP36L1	Zfp36l1
ENSMUSG00000031783	ENSG00000102978	POLR2C	Polr2c
ENSMUSG00000036995	ENSG00000088280	ASAP3	Asap3
ENSMUSG00000102668	ENSG00000139351	SYCP3	Gm29866
ENSMUSG00000031029	ENSG00000175390	EIF3F	Eif3f
ENSMUSG00000062713	ENSG00000159263	SIM2	Sim2
ENSMUSG00000002781	ENSG00000161558	TMEM143	Tmem143
ENSMUSG00000020668	ENSG00000084731	KIF3C	Kif3c
ENSMUSG00000021143	ENSG00000179364	PACS2	Pacs2
ENSMUSG00000016524	ENSG00000142224	IL19	Il19
ENSMUSG00000034349	ENSG00000113810	SMC4	Smc4
ENSMUSG00000094294	ENSG00000147059	SPIN2A	Gm20909
ENSMUSG00000094294	ENSG00000186787	SPIN2B	Gm20909
ENSMUSG00000030638	ENSG00000140600	SH3GL3	Sh3gl3
ENSMUSG00000006241	ENSG00000183401	CCDC159	Ccdc159
ENSMUSG00000014873	ENSG00000148291	SURF2	Surf2
ENSMUSG00000020659	ENSG00000105879	CBLL1	Cbll1
ENSMUSG00000024851	ENSG00000110697	PITPNM1	Pitpnm1
ENSMUSG00000004054	ENSG00000173327	MAP3K11	Map3k11
ENSMUSG00000111689	ENSG00000280314	OR8K3	Olfr1082
ENSMUSG00000019470	ENSG00000076924	XAB2	Xab2
ENSMUSG00000034453	ENSG00000013503	POLR3B	Polr3b
ENSMUSG00000019961	ENSG00000120802	TMPO	Tmpo
ENSMUSG00000043681	ENSG00000189090	FAM25G	Fam25c
ENSMUSG00000043681	ENSG00000188100	FAM25A	Fam25c
ENSMUSG00000043681	ENSG00000276430	FAM25C	Fam25c
ENSMUSG00000024902	ENSG00000174547	MRPL11	Mrpl11
ENSMUSG00000014245	ENSG00000108474	PIGL	Pigl
ENSMUSG00000022359	ENSG00000156795	WDYHV1	Wdyhv1
ENSMUSG00000023064	ENSG00000173267	SNCG	Sncg
ENSMUSG00000056197	ENSG00000050130	JKAMP	4931417E11Rik
ENSMUSG00000042298	ENSG00000011295	TTC19	Ttc19
ENSMUSG00000039515	ENSG00000119383	PTPA	Ptpa
ENSMUSG00000015790	ENSG00000148290	SURF1	Surf1
ENSMUSG00000024900	ENSG00000110090	CPT1A	Cpt1a
ENSMUSG00000042436	ENSG00000166482	MFAP4	Mfap4
ENSMUSG00000029012	ENSG00000164815	ORC5	Orc5
ENSMUSG00000043008	ENSG00000172578	KLHL6	Klhl6
ENSMUSG00000040631	ENSG00000125170	DOK4	Dok4
ENSMUSG00000100045	ENSG00000139351	SYCP3	Gm20929
ENSMUSG00000022141	ENSG00000164190	NIPBL	Nipbl
ENSMUSG00000096619	ENSG00000198692	EIF1AY	Gm2035
ENSMUSG00000041570	ENSG00000118200	CAMSAP2	Camsap2
ENSMUSG00000038594	ENSG00000111860	CEP85L	Cep85l
ENSMUSG00000054364	ENSG00000143878	RHOB	Rhob
ENSMUSG00000041323	ENSG00000140057	AK7	Ak7
ENSMUSG00000068824	ENSG00000241356	OR5G3	Olfr1083-ps
ENSMUSG00000110804	ENSG00000280314	OR8K3	Olfr1084
ENSMUSG00000075705	ENSG00000198736	MSRB1	Msrb1
ENSMUSG00000005836	ENSG00000141448	GATA6	Gata6
ENSMUSG00000039323	ENSG00000115457	IGFBP2	Igfbp2
ENSMUSG00000004637	ENSG00000186153	WWOX	Wwox
ENSMUSG00000025613	ENSG00000156261	CCT8	Cct8
ENSMUSG00000046634	ENSG00000158683	PKD1L1	Pkd1l1
ENSMUSG00000033209	ENSG00000100154	TTC28	Ttc28
ENSMUSG00000038583	ENSG00000198523	PLN	Pln
ENSMUSG00000037253	ENSG00000176624	MEX3C	Mex3c
ENSMUSG00000026308	ENSG00000168427	KLHL30	Klhl30
ENSMUSG00000018648	ENSG00000276023	DUSP14	Dusp14
ENSMUSG00000025209	ENSG00000107815	TWNK	Twnk
ENSMUSG00000071691	ENSG00000173715	C11orf80	Gm960
ENSMUSG00000105432	ENSG00000211598	IGKV4-1	Gm43218
ENSMUSG00000037343	ENSG00000064313	TAF2	Taf2
ENSMUSG00000005994	ENSG00000107165	TYRP1	Tyrp1
ENSMUSG00000040883	ENSG00000105518	TMEM205	Tmem205
ENSMUSG00000026786	ENSG00000077420	APBB1IP	Apbb1ip
ENSMUSG00000036216	ENSG00000164406	LEAP2	Leap2
ENSMUSG00000025917	ENSG00000121022	COPS5	Cops5
ENSMUSG00000000374	ENSG00000160218	TRAPPC10	Trappc10
ENSMUSG00000000374	ENSG00000280433	FP565260.6	Trappc10
ENSMUSG00000041670	ENSG00000079841	RIMS1	Rims1
ENSMUSG00000018501	ENSG00000141027	NCOR1	Ncor1
ENSMUSG00000025208	ENSG00000055950	MRPL43	Mrpl43
ENSMUSG00000044628	ENSG00000212864	RNF208	Rnf208
ENSMUSG00000026805	ENSG00000125492	BARHL1	Barhl1
ENSMUSG00000039628	ENSG00000162040	HS3ST6	Hs3st6
ENSMUSG00000056155	ENSG00000187556	NANOS3	Nanos3
ENSMUSG00000050996	ENSG00000177143	CETN1	Cetn1
ENSMUSG00000025591	ENSG00000198498	TMA16	Tma16
ENSMUSG00000093848	ENSG00000147059	SPIN2A	Gm20865
ENSMUSG00000093848	ENSG00000186787	SPIN2B	Gm20865
ENSMUSG00000026100	ENSG00000138379	MSTN	Mstn
ENSMUSG00000052759	ENSG00000170128	GPR25	Gpr25
ENSMUSG00000053367	ENSG00000267710	EDDM13	Epp13
ENSMUSG00000043065	ENSG00000163611	SPICE1	Spice1
ENSMUSG00000043065	ENSG00000285943	AC112128.1	Spice1
ENSMUSG00000051279	ENSG00000156466	GDF6	Gdf6
ENSMUSG00000095630	ENSG00000211598	IGKV4-1	Igkv6-23
ENSMUSG00000027931	ENSG00000169418	NPR1	Npr1
ENSMUSG00000078201	ENSG00000187713	TMEM203	Tmem203
ENSMUSG00000067279	ENSG00000119938	PPP1R3C	Ppp1r3c
ENSMUSG00000039176	ENSG00000140521	POLG	Polg
ENSMUSG00000020576	ENSG00000151779	NBAS	Nbas
ENSMUSG00000115074	ENSG00000188566	NDOR1	Ndor1
ENSMUSG00000037984	ENSG00000164600	NEUROD6	Neurod6
ENSMUSG00000028836	ENSG00000158014	SLC30A2	Slc30a2
ENSMUSG00000027202	ENSG00000074803	SLC12A1	Slc12a1
ENSMUSG00000115018	ENSG00000284976	BX255925.3	Ndor1
ENSMUSG00000108596	ENSG00000169896	ITGAM	Gm49368
ENSMUSG00000021395	ENSG00000106723	SPIN1	Spin1
ENSMUSG00000071379	ENSG00000115756	HPCAL1	Hpcal1
ENSMUSG00000006471	ENSG00000188566	NDOR1	Ndor1
ENSMUSG00000012211	ENSG00000226174	TEX22	Tex22
ENSMUSG00000014867	ENSG00000148248	SURF4	Surf4
ENSMUSG00000030911	ENSG00000103310	ZP2	Zp2
ENSMUSG00000078365	ENSG00000172680	MOS	Mos
ENSMUSG00000044894	ENSG00000164405	UQCRQ	Uqcrq
ENSMUSG00000028226	ENSG00000156103	MMP16	Mmp16
ENSMUSG00000042042	ENSG00000169826	CSGALNACT2	Csgalnact2
ENSMUSG00000038909	ENSG00000136504	KAT7	Kat7
ENSMUSG00000028416	ENSG00000107262	BAG1	Bag1
ENSMUSG00000030786	ENSG00000169896	ITGAM	Itgam
ENSMUSG00000024236	ENSG00000197321	SVIL	Svil
ENSMUSG00000021639	ENSG00000183474	GTF2H2C	Gtf2h2
ENSMUSG00000021639	ENSG00000145736	GTF2H2	Gtf2h2
ENSMUSG00000001376	ENSG00000004766	VPS50	Vps50
ENSMUSG00000028804	ENSG00000121904	CSMD2	Csmd2
ENSMUSG00000024515	ENSG00000141646	SMAD4	Smad4
ENSMUSG00000041264	ENSG00000132952	USPL1	Uspl1
ENSMUSG00000018238	ENSG00000164404	GDF9	Gdf9
ENSMUSG00000029033	ENSG00000131584	ACAP3	Acap3
ENSMUSG00000025777	ENSG00000104381	GDAP1	Gdap1
ENSMUSG00000022677	ENSG00000133393	FOPNL	Fopnl
ENSMUSG00000045636	ENSG00000129422	MTUS1	Mtus1
ENSMUSG00000033257	ENSG00000135912	TTLL4	Ttll4
ENSMUSG00000037973	ENSG00000180347	ITPRID1	Itprid1
ENSMUSG00000015247	ENSG00000136783	NIPSNAP3A	Nipsnap3b
ENSMUSG00000038330	ENSG00000232423	PRAMEF6	C87499
ENSMUSG00000038330	ENSG00000204505	PRAMEF9	C87499
ENSMUSG00000038330	ENSG00000204479	PRAMEF17	C87499
ENSMUSG00000038330	ENSG00000237700	PRAMEF33	C87499
ENSMUSG00000038330	ENSG00000204501	PRAMEF15	C87499
ENSMUSG00000038330	ENSG00000204480	PRAMEF19	C87499
ENSMUSG00000038330	ENSG00000229571	PRAMEF25	C87499
ENSMUSG00000038330	ENSG00000116721	PRAMEF1	C87499
ENSMUSG00000038330	ENSG00000204481	PRAMEF14	C87499
ENSMUSG00000038330	ENSG00000243073	PRAMEF4	C87499
ENSMUSG00000038330	ENSG00000270601	PRAMEF5	C87499
ENSMUSG00000038330	ENSG00000187545	PRAMEF10	C87499
ENSMUSG00000038330	ENSG00000279169	PRAMEF13	C87499
ENSMUSG00000038330	ENSG00000116726	PRAMEF12	C87499
ENSMUSG00000038330	ENSG00000280267	PRAMEF26	C87499
ENSMUSG00000038330	ENSG00000239810	PRAMEF11	C87499
ENSMUSG00000038330	ENSG00000274764	PRAMEF27	C87499
ENSMUSG00000038330	ENSG00000204478	PRAMEF20	C87499
ENSMUSG00000038330	ENSG00000182330	PRAMEF8	C87499
ENSMUSG00000038330	ENSG00000120952	PRAMEF2	C87499
ENSMUSG00000038330	ENSG00000204510	PRAMEF7	C87499
ENSMUSG00000038330	ENSG00000279804	PRAMEF18	C87499
ENSMUSG00000024304	ENSG00000170558	CDH2	Cdh2
ENSMUSG00000056763	ENSG00000104218	CSPP1	Cspp1
ENSMUSG00000047443	ENSG00000178752	ERFE	Erfe
ENSMUSG00000075176	ENSG00000280314	OR8K3	Olfr1085
ENSMUSG00000031565	ENSG00000077782	FGFR1	Fgfr1
ENSMUSG00000014353	ENSG00000153214	TMEM87B	Tmem87b
ENSMUSG00000040118	ENSG00000153956	CACNA2D1	Cacna2d1
ENSMUSG00000064267	ENSG00000122986	HVCN1	Hvcn1
ENSMUSG00000079502	ENSG00000188523	CFAP77	Cfap77
ENSMUSG00000019831	ENSG00000112290	WASF1	Wasf1
ENSMUSG00000025616	ENSG00000156256	USP16	Usp16
ENSMUSG00000036819	ENSG00000081692	JMJD4	Jmjd4
ENSMUSG00000026309	ENSG00000132323	ILKAP	Ilkap
ENSMUSG00000025519	ENSG00000151005	TKTL2	Tktl2
ENSMUSG00000021033	ENSG00000100577	GSTZ1	Gstz1
ENSMUSG00000053742	ENSG00000187833	C2orf78	Gm5114
ENSMUSG00000046709	ENSG00000109339	MAPK10	Mapk10
ENSMUSG00000044014	ENSG00000164129	NPY5R	Npy5r
ENSMUSG00000048686	ENSG00000176256	HMGB4	Hmgb4
ENSMUSG00000029206	ENSG00000179299	NSUN7	Nsun7
ENSMUSG00000002930	ENSG00000106341	PPP1R17	Ppp1r17
ENSMUSG00000029282	ENSG00000187689	AMTN	Amtn
ENSMUSG00000028883	ENSG00000075213	SEMA3A	Sema3a
ENSMUSG00000051156	ENSG00000180475	OR10Q1	Olfr1491
ENSMUSG00000028264	ENSG00000118434	SPACA1	Spaca1
ENSMUSG00000018387	ENSG00000164403	SHROOM1	Shroom1
ENSMUSG00000009894	ENSG00000143740	SNAP47	Snap47
ENSMUSG00000073730	ENSG00000173457	PPP1R14B	Ppp1r14bl
ENSMUSG00000075467	ENSG00000213221	DNLZ	Dnlz
ENSMUSG00000029288	ENSG00000178522	AMBN	Ambn
ENSMUSG00000034317	ENSG00000248710	AC079594.2	Trim59
ENSMUSG00000034317	ENSG00000213186	TRIM59	Trim59
ENSMUSG00000028419	ENSG00000086065	CHMP5	Chmp5
ENSMUSG00000020181	ENSG00000067798	NAV3	Nav3
ENSMUSG00000034126	ENSG00000009830	POMT2	Pomt2
ENSMUSG00000038593	ENSG00000204852	TCTN1	Tctn1
ENSMUSG00000026930	ENSG00000160360	GPSM1	Gpsm1
ENSMUSG00000099792	ENSG00000139351	SYCP3	Gm29564
ENSMUSG00000052373	ENSG00000161647	MPP3	Mpp3
ENSMUSG00000032773	ENSG00000168539	CHRM1	Chrm1
ENSMUSG00000028958	ENSG00000164897	TMUB1	Tmub1
ENSMUSG00000005078	ENSG00000050130	JKAMP	Jkamp
ENSMUSG00000071392	ENSG00000203734	ECT2L	Ect2l
ENSMUSG00000017390	ENSG00000109107	ALDOC	Aldoc
ENSMUSG00000029286	ENSG00000132464	ENAM	Enam
ENSMUSG00000070777	ENSG00000273777	CEACAM20	Ceacam20
ENSMUSG00000025757	ENSG00000164070	HSPA4L	Hspa4l
ENSMUSG00000063626	ENSG00000156687	UNC5D	Unc5d
ENSMUSG00000001604	ENSG00000204219	TCEA3	Tcea3
ENSMUSG00000026158	ENSG00000119900	OGFRL1	Ogfrl1
ENSMUSG00000021541	ENSG00000069018	TRPC7	Trpc7
ENSMUSG00000045193	ENSG00000099622	CIRBP	Cirbp
ENSMUSG00000021086	ENSG00000151838	CCDC175	Ccdc175
ENSMUSG00000106379	ENSG00000187416	LHFPL3	Lhfpl3
ENSMUSG00000035958	ENSG00000111802	TDP2	Tdp2
ENSMUSG00000006763	ENSG00000166788	SAAL1	Saal1
ENSMUSG00000063376	ENSG00000147873	IFNA5	Ifna13
ENSMUSG00000063376	ENSG00000236637	IFNA4	Ifna13
ENSMUSG00000063376	ENSG00000197919	IFNA1	Ifna13
ENSMUSG00000063376	ENSG00000234829	IFNA17	Ifna13
ENSMUSG00000063376	ENSG00000147885	IFNA16	Ifna13
ENSMUSG00000063376	ENSG00000137080	IFNA21	Ifna13
ENSMUSG00000063376	ENSG00000188379	IFNA2	Ifna13
ENSMUSG00000063376	ENSG00000186803	IFNA10	Ifna13
ENSMUSG00000063376	ENSG00000214042	IFNA7	Ifna13
ENSMUSG00000063376	ENSG00000233816	IFNA13	Ifna13
ENSMUSG00000063376	ENSG00000228083	IFNA14	Ifna13
ENSMUSG00000063376	ENSG00000120235	IFNA6	Ifna13
ENSMUSG00000063376	ENSG00000120242	IFNA8	Ifna13
ENSMUSG00000075175	ENSG00000181718	OR5T2	Olfr1086
ENSMUSG00000045132	ENSG00000176742	OR51V1	Olfr620
ENSMUSG00000047789	ENSG00000177058	SLC38A9	Slc38a9
ENSMUSG00000030341	ENSG00000067182	TNFRSF1A	Tnfrsf1a
ENSMUSG00000024006	ENSG00000112079	STK38	Stk38
ENSMUSG00000058835	ENSG00000136754	ABI1	Abi1
ENSMUSG00000078355	ENSG00000147873	IFNA5	Ifna16
ENSMUSG00000078355	ENSG00000236637	IFNA4	Ifna16
ENSMUSG00000078355	ENSG00000197919	IFNA1	Ifna16
ENSMUSG00000078355	ENSG00000234829	IFNA17	Ifna16
ENSMUSG00000078355	ENSG00000147885	IFNA16	Ifna16
ENSMUSG00000078355	ENSG00000137080	IFNA21	Ifna16
ENSMUSG00000078355	ENSG00000188379	IFNA2	Ifna16
ENSMUSG00000078355	ENSG00000186803	IFNA10	Ifna16
ENSMUSG00000078355	ENSG00000214042	IFNA7	Ifna16
ENSMUSG00000078355	ENSG00000233816	IFNA13	Ifna16
ENSMUSG00000078355	ENSG00000228083	IFNA14	Ifna16
ENSMUSG00000078355	ENSG00000120235	IFNA6	Ifna16
ENSMUSG00000078355	ENSG00000120242	IFNA8	Ifna16
ENSMUSG00000078354	ENSG00000147873	IFNA5	Ifna2
ENSMUSG00000078354	ENSG00000236637	IFNA4	Ifna2
ENSMUSG00000078354	ENSG00000197919	IFNA1	Ifna2
ENSMUSG00000078354	ENSG00000234829	IFNA17	Ifna2
ENSMUSG00000078354	ENSG00000147885	IFNA16	Ifna2
ENSMUSG00000078354	ENSG00000137080	IFNA21	Ifna2
ENSMUSG00000078354	ENSG00000188379	IFNA2	Ifna2
ENSMUSG00000078354	ENSG00000186803	IFNA10	Ifna2
ENSMUSG00000078354	ENSG00000214042	IFNA7	Ifna2
ENSMUSG00000078354	ENSG00000233816	IFNA13	Ifna2
ENSMUSG00000078354	ENSG00000228083	IFNA14	Ifna2
ENSMUSG00000078354	ENSG00000120235	IFNA6	Ifna2
ENSMUSG00000078354	ENSG00000120242	IFNA8	Ifna2
ENSMUSG00000038759	ENSG00000155561	NUP205	Nup205
ENSMUSG00000100079	ENSG00000147873	IFNA5	Ifnab
ENSMUSG00000100079	ENSG00000236637	IFNA4	Ifnab
ENSMUSG00000100079	ENSG00000197919	IFNA1	Ifnab
ENSMUSG00000100079	ENSG00000234829	IFNA17	Ifnab
ENSMUSG00000100079	ENSG00000147885	IFNA16	Ifnab
ENSMUSG00000100079	ENSG00000137080	IFNA21	Ifnab
ENSMUSG00000100079	ENSG00000188379	IFNA2	Ifnab
ENSMUSG00000100079	ENSG00000186803	IFNA10	Ifnab
ENSMUSG00000100079	ENSG00000214042	IFNA7	Ifnab
ENSMUSG00000100079	ENSG00000233816	IFNA13	Ifnab
ENSMUSG00000100079	ENSG00000228083	IFNA14	Ifnab
ENSMUSG00000100079	ENSG00000120235	IFNA6	Ifnab
ENSMUSG00000100079	ENSG00000120242	IFNA8	Ifnab
ENSMUSG00000008200	ENSG00000109920	FNBP4	Fnbp4
ENSMUSG00000040212	ENSG00000142227	EMP3	Emp3
ENSMUSG00000040044	ENSG00000135336	ORC3	Orc3
ENSMUSG00000072476	ENSG00000173456	RNF26	Gm9008
ENSMUSG00000029534	ENSG00000004866	ST7	St7
ENSMUSG00000070923	ENSG00000198642	KLHL9	Klhl9
ENSMUSG00000054951	ENSG00000197261	C6orf141	9130008F23Rik
ENSMUSG00000068129	ENSG00000077984	CST7	Cst7
ENSMUSG00000023902	ENSG00000130182	ZSCAN10	Zscan10
ENSMUSG00000072941	ENSG00000109610	SOD3	Sod3
ENSMUSG00000038167	ENSG00000008323	PLEKHG6	Plekhg6
ENSMUSG00000058761	ENSG00000166439	RNF169	Rnf169
ENSMUSG00000089762	ENSG00000188483	IER5L	Ier5l
ENSMUSG00000053286	ENSG00000121486	TRMT1L	Trmt1l
ENSMUSG00000039187	ENSG00000140525	FANCI	Fanci
ENSMUSG00000001249	ENSG00000105707	HPN	Hpn
ENSMUSG00000075174	ENSG00000280314	OR8K3	Olfr1087
ENSMUSG00000026185	ENSG00000115461	IGFBP5	Igfbp5
ENSMUSG00000091043	ENSG00000203972	GLYATL3	Glyatl3
ENSMUSG00000032122	ENSG00000134955	SLC37A2	Slc37a2
ENSMUSG00000035671	ENSG00000132003	ZSWIM4	Zswim4
ENSMUSG00000035206	ENSG00000005206	SPPL2B	Sppl2b
ENSMUSG00000020704	ENSG00000108684	ASIC2	Asic2
ENSMUSG00000023919	ENSG00000031691	CENPQ	Cenpq
ENSMUSG00000044287	ENSG00000188038	NRN1L	Nrn1l
ENSMUSG00000064293	ENSG00000144619	CNTN4	Cntn4
ENSMUSG00000074030	ENSG00000116903	EXOC8	Exoc8
ENSMUSG00000059810	ENSG00000138835	RGS3	Rgs3
ENSMUSG00000111711	ENSG00000280314	OR8K3	Olfr1089
ENSMUSG00000031986	ENSG00000010072	SPRTN	Sprtn
ENSMUSG00000036270	ENSG00000038358	EDC4	Edc4
ENSMUSG00000020175	ENSG00000100228	RAB36	Rab36
ENSMUSG00000003721	ENSG00000125629	INSIG2	Insig2
ENSMUSG00000075172	ENSG00000280314	OR8K3	Olfr1090
ENSMUSG00000025139	ENSG00000078902	TOLLIP	Tollip
ENSMUSG00000020056	ENSG00000120860	WASHC3	Washc3
ENSMUSG00000023921	ENSG00000146085	MMUT	Mmut
ENSMUSG00000026182	ENSG00000118245	TNP1	Tnp1
ENSMUSG00000026484	ENSG00000121481	RNF2	Rnf2
ENSMUSG00000018651	ENSG00000276234	TADA2A	Tada2a
ENSMUSG00000036437	ENSG00000164128	NPY1R	Npy1r
ENSMUSG00000048706	ENSG00000153714	LURAP1L	Lurap1l
ENSMUSG00000058349	ENSG00000212127	TAS2R14	Tas2r117
ENSMUSG00000033096	ENSG00000101474	APMAP	Apmap
ENSMUSG00000057381	ENSG00000212127	TAS2R14	Tas2r123
ENSMUSG00000035342	ENSG00000107816	LZTS2	Lzts2
ENSMUSG00000030194	ENSG00000212127	TAS2R14	Tas2r116
ENSMUSG00000027677	ENSG00000163728	TTC14	Ttc14
ENSMUSG00000062952	ENSG00000212127	TAS2R14	Tas2r110
ENSMUSG00000056926	ENSG00000212127	TAS2R14	Tas2r113
ENSMUSG00000018166	ENSG00000065361	ERBB3	Erbb3
ENSMUSG00000059410	ENSG00000212127	TAS2R14	Tas2r125
ENSMUSG00000063762	ENSG00000212127	TAS2R14	Tas2r129
ENSMUSG00000029605	ENSG00000089127	OAS1	Oas1b
ENSMUSG00000109520	ENSG00000172772	OR10W1	Olfr1493-ps1
ENSMUSG00000050865	ENSG00000180475	OR10Q1	Olfr1494
ENSMUSG00000050272	ENSG00000171587	DSCAM	Dscam
ENSMUSG00000031994	ENSG00000134917	ADAMTS8	Adamts8
ENSMUSG00000095538	ENSG00000261857	MIA	Gm21983
ENSMUSG00000095538	ENSG00000268975	MIA-RAB4B	Gm21983
ENSMUSG00000016529	ENSG00000136634	IL10	Il10
ENSMUSG00000030796	ENSG00000074219	TEAD2	Tead2
ENSMUSG00000074818	ENSG00000186862	PDZD7	Pdzd7
ENSMUSG00000053291	ENSG00000171570	RAB4B-EGLN2	Rab4b
ENSMUSG00000053291	ENSG00000167578	RAB4B	Rab4b
ENSMUSG00000021922	ENSG00000055955	ITIH4	Itih4
ENSMUSG00000020101	ENSG00000107738	VSIR	Vsir
ENSMUSG00000047412	ENSG00000196323	ZBTB44	Zbtb44
ENSMUSG00000040189	ENSG00000105479	CCDC114	Ccdc114
ENSMUSG00000060508	ENSG00000185792	NLRP9	Nlrp9b
